Frequency,P3® 750 JCAT G,P3® 750 CA,P3® 750 JCASS,P3® 625 JCAM109,P3® 750 JCASP SM MT,P3® 625 JCAT 3G AJ,QR® 860 JCA,QR® 715 JCASS SM MT,QR® 715 JCA,QR® 860 JCASST O,QR® 715 JCASST G,QR® 540 JCASP,QR® 540 JCASS,QR® 860 JCASP,P3® 875 JCASST B,QR® 540 JCASST B,QR® 540 JCA GREY SM MT,QR® 540 JCAT 3G AJ SM,P3® 500 JCAR,P3® 875 CA,P3® 500 JCASS,P3® 500  JCAM109,P3® 625 JCASST W,P3® 875 JCAT 3G AJ,P3® 875 JCASP,P3® 840 JCASS,P3® 750 JCAT 3G AJ,P3® 500 JCAT 3G AJ,QR® 540 JCAM109 SM MT,QR® 860 JCASS,QR® 540 JCAR SM MT,P3® 875 JCASS,P3® 750 JCASS SM MT,P3® 750 JCASST W,QR® 860 JCA SM MT,QR® 540 JCASS SM MT,QR® 540 JCA,P3® 500 JCAM109 SM MT,P3® 500 CA,P3® 625 JCASS SM MT,P3® 625 JCASST B,P3® 625 JCA,QR® 540 JCASST O SM MT,QR® 540 JCASP SM MT,QR® 715 JCAT R,QR® 715 JCA SM MT,P3® 500 JCAT G SM MT,QR® 715 JCAT 3G AJ,QR® 715 JCASS,QR® 715 JCAT G,P3® 700 JCA,P3® 875 JCA,P3® 500 JCA SM MT,P3® 625 JCASP,P3® 700 JCASS,P3® 625 JCASS,P3® 500 JCASST W,P3® 750 JCA,P3® 625 JCAR,QR® 860 JCAT 3G AJ,QR® 540 JCAT B,QR® 540 JCAM109,QR® 540 JCA SM MT,QR® 715 JCAT Y,QR® 540 JCAR,QR® 540 JCASST O,QR® 715 JCAT G SM MT,P3® 500 JCASS SM MT,P3® 625 CA,P3® 500 JCASST G SM MT,P3® 500 JCASP,P3® 500 JCAT B,QR® 860 JCASS SM MT,QR® 540 JCART R,QR® 715 JCASP,QR® 715 JCASST O SM MT,P3® 840 JCA,P3® 750 JCA SM MT,P3® 500 JCAT R SM MT,P3® 625 JCAT G SM MT,2273V WHRL RG6 90 1000,2293V WHRL RG11 95 1000,2312K CMRL 1/2 PLEN TRUNK 2400,2285K WHRL RG11 60 1000,2289K BK RL RG11 TRI 1000,2275V WHRL RG6 60 1000,2229V WHRL RG6 QD BC 1000,2281 WHRL RG6 TRI 1000,2276V BKRL RG6 90 1000,2276V WHRL RG6 90 1000,2285V WTRL RG11 60 1000,2227K WTRL RG6 QD 1000,2277V WHRL RG6 95 1000,2312V WTRL 1/2 PLEN TRUNK 2400
103.25,-1.65582531,-1.65582531,-1.65582531,-2.019287766,-1.65582531,-2.019287766,-1.445849745,-1.669683997,-1.669683997,-1.445849745,-1.669683997,-2.136030606,-2.136030606,-1.445849745,-1.427395392,-2.136030606,-2.136030606,-2.136030606,-2.458165153,-1.427395392,-2.458165153,-2.458165153,-2.019287766,-1.427395392,-1.427395392,-1.406054812,-1.65582531,-2.458165153,-2.136030606,-1.445849745,-2.136030606,-1.427395392,-1.65582531,-1.65582531,-1.445849745,-2.136030606,-2.136030606,-2.458165153,-2.458165153,-2.019287766,-2.019287766,-2.019287766,-2.136030606,-2.136030606,-1.669683997,-1.669683997,-2.458165153,-1.669683997,-1.669683997,-1.669683997,-1.687449013,-1.427395392,-2.458165153,-2.019287766,-1.687449013,-2.019287766,-2.458165153,-1.65582531,-2.019287766,-1.445849745,-2.136030606,-2.136030606,-2.136030606,-1.669683997,-2.136030606,-2.136030606,-1.669683997,-2.458165153,-2.019287766,-2.458165153,-2.458165153,-2.458165153,-1.445849745,-2.136030606,-1.669683997,-1.669683997,-1.406054812,-1.65582531,-2.458165153,-2.019287766,-6.691459493,-4.270239227,-2.770670889,-4.270239227,-4.270239227,-6.691459493,-6.691459493,-6.691459493,-6.691459493,-6.691459493,-4.270239227,-6.691459493,-6.809257352,-2.770670889
109.25,-1.699526025,-1.699526025,-1.699526025,-2.072904052,-1.699526025,-2.072904052,-1.489320533,-1.721422247,-1.721422247,-1.489320533,-1.721422247,-2.196028802,-2.196028802,-1.489320533,-1.461760018,-2.196028802,-2.196028802,-2.196028802,-2.52886373,-1.461760018,-2.52886373,-2.52886373,-2.072904052,-1.461760018,-1.461760018,-1.445438557,-1.699526025,-2.52886373,-2.196028802,-1.489320533,-2.196028802,-1.461760018,-1.699526025,-1.699526025,-1.489320533,-2.196028802,-2.196028802,-2.52886373,-2.52886373,-2.072904052,-2.072904052,-2.072904052,-2.196028802,-2.196028802,-1.721422247,-1.721422247,-2.52886373,-1.721422247,-1.721422247,-1.721422247,-1.748099199,-1.461760018,-2.52886373,-2.072904052,-1.748099199,-2.072904052,-2.52886373,-1.699526025,-2.072904052,-1.489320533,-2.196028802,-2.196028802,-2.196028802,-1.721422247,-2.196028802,-2.196028802,-1.721422247,-2.52886373,-2.072904052,-2.52886373,-2.52886373,-2.52886373,-1.489320533,-2.196028802,-1.721422247,-1.721422247,-1.445438557,-1.699526025,-2.52886373,-2.072904052,-6.876494792,-4.397709678,-2.86272928,-4.397709678,-4.397709678,-6.876494792,-6.876494792,-6.876494792,-6.876494792,-6.876494792,-4.397709678,-6.876494792,-7.026872147,-2.86272928
115.25,-1.741604447,-1.741604447,-1.741604447,-2.124554925,-1.741604447,-2.124554925,-1.532148512,-1.772614336,-1.772614336,-1.532148512,-1.772614336,-2.254205356,-2.254205356,-1.532148512,-1.494688837,-2.254205356,-2.254205356,-2.254205356,-2.597710543,-1.494688837,-2.597710543,-2.597710543,-2.124554925,-1.494688837,-1.494688837,-1.484067478,-1.741604447,-2.597710543,-2.254205356,-1.532148512,-2.254205356,-1.494688837,-1.741604447,-1.741604447,-1.532148512,-2.254205356,-2.254205356,-2.597710543,-2.597710543,-2.124554925,-2.124554925,-2.124554925,-2.254205356,-2.254205356,-1.772614336,-1.772614336,-2.597710543,-1.772614336,-1.772614336,-1.772614336,-1.809015758,-1.494688837,-2.597710543,-2.124554925,-1.809015758,-2.124554925,-2.597710543,-1.741604447,-2.124554925,-1.532148512,-2.254205356,-2.254205356,-2.254205356,-1.772614336,-2.254205356,-2.254205356,-1.772614336,-2.597710543,-2.124554925,-2.597710543,-2.597710543,-2.597710543,-1.532148512,-2.254205356,-1.772614336,-1.772614336,-1.484067478,-1.741604447,-2.597710543,-2.124554925,-7.058660224,-4.522439386,-2.952957848,-4.522439386,-4.522439386,-7.058660224,-7.058660224,-7.058660224,-7.058660224,-7.058660224,-4.522439386,-7.058660224,-7.241218958,-2.952957848
121.25,-1.782344276,-1.782344276,-1.782344276,-2.174639624,-1.782344276,-2.174639624,-1.574302215,-1.823159237,-1.823159237,-1.574302215,-1.823159237,-2.310786698,-2.310786698,-1.574302215,-1.52657335,-2.310786698,-2.310786698,-2.310786698,-2.664874172,-1.52657335,-2.664874172,-2.664874172,-2.174639624,-1.52657335,-1.52657335,-1.522098685,-1.782344276,-2.664874172,-2.310786698,-1.574302215,-2.310786698,-1.52657335,-1.782344276,-1.782344276,-1.574302215,-2.310786698,-2.310786698,-2.664874172,-2.664874172,-2.174639624,-2.174639624,-2.174639624,-2.310786698,-2.310786698,-1.823159237,-1.823159237,-2.664874172,-1.823159237,-1.823159237,-1.823159237,-1.869676774,-1.52657335,-2.664874172,-2.174639624,-1.869676774,-2.174639624,-2.664874172,-1.782344276,-2.174639624,-1.574302215,-2.310786698,-2.310786698,-2.310786698,-1.823159237,-2.310786698,-2.310786698,-1.823159237,-2.664874172,-2.174639624,-2.664874172,-2.664874172,-2.664874172,-1.574302215,-2.310786698,-1.823159237,-1.823159237,-1.522098685,-1.782344276,-2.664874172,-2.174639624,-7.238051256,-4.644565109,-3.04147507,-4.644565109,-4.644565109,-7.238051256,-7.238051256,-7.238051256,-7.238051256,-7.238051256,-4.644565109,-7.238051256,-7.452349167,-3.04147507
127.25,-1.822029208,-1.822029208,-1.822029208,-2.223557389,-1.822029208,-2.223557389,-1.615750176,-1.872955921,-1.872955921,-1.615750176,-1.872955921,-2.365999258,-2.365999258,-1.615750176,-1.557805061,-2.365999258,-2.365999258,-2.365999258,-2.730523194,-1.557805061,-2.730523194,-2.730523194,-2.223557389,-1.557805061,-1.557805061,-1.559689286,-1.822029208,-2.730523194,-2.365999258,-1.615750176,-2.365999258,-1.557805061,-1.822029208,-1.822029208,-1.615750176,-2.365999258,-2.365999258,-2.730523194,-2.730523194,-2.223557389,-2.223557389,-2.223557389,-2.365999258,-2.365999258,-1.872955921,-1.872955921,-2.730523194,-1.872955921,-1.872955921,-1.872955921,-1.929560331,-1.557805061,-2.730523194,-2.223557389,-1.929560331,-2.223557389,-2.730523194,-1.822029208,-2.223557389,-1.615750176,-2.365999258,-2.365999258,-2.365999258,-1.872955921,-2.365999258,-2.365999258,-1.872955921,-2.730523194,-2.223557389,-2.730523194,-2.730523194,-2.730523194,-1.615750176,-2.365999258,-1.872955921,-1.872955921,-1.559689286,-1.822029208,-2.730523194,-2.223557389,-7.414763355,-4.764223604,-3.128399427,-4.764223604,-4.764223604,-7.414763355,-7.414763355,-7.414763355,-7.414763355,-7.414763355,-4.764223604,-7.414763355,-7.660314153,-3.128399427
133.25,-1.860942942,-1.860942942,-1.860942942,-2.271707458,-1.860942942,-2.271707458,-1.656460927,-1.921903362,-1.921903362,-1.656460927,-1.921903362,-2.420069467,-2.420069467,-1.656460927,-1.588775473,-2.420069467,-2.420069467,-2.420069467,-2.794826189,-1.588775473,-2.794826189,-2.794826189,-2.271707458,-1.588775473,-1.588775473,-1.596996389,-1.860942942,-2.794826189,-2.420069467,-1.656460927,-2.420069467,-1.588775473,-1.860942942,-1.860942942,-1.656460927,-2.420069467,-2.420069467,-2.794826189,-2.794826189,-2.271707458,-2.271707458,-2.271707458,-2.420069467,-2.420069467,-1.921903362,-1.921903362,-2.794826189,-1.921903362,-1.921903362,-1.921903362,-1.988144513,-1.588775473,-2.794826189,-2.271707458,-1.988144513,-2.271707458,-2.794826189,-1.860942942,-2.271707458,-1.656460927,-2.420069467,-2.420069467,-2.420069467,-1.921903362,-2.420069467,-2.420069467,-1.921903362,-2.794826189,-2.271707458,-2.794826189,-2.794826189,-2.794826189,-1.656460927,-2.420069467,-1.921903362,-1.921903362,-1.596996389,-1.860942942,-2.794826189,-2.271707458,-7.588891987,-4.881551629,-3.213849397,-4.881551629,-4.881551629,-7.588891987,-7.588891987,-7.588891987,-7.588891987,-7.588891987,-4.881551629,-7.588891987,-7.865165297,-3.213849397
139.25,-1.899369175,-1.899369175,-1.899369175,-2.319489071,-1.899369175,-2.319489071,-1.696403002,-1.969900531,-1.969900531,-1.696403002,-1.969900531,-2.473223755,-2.473223755,-1.696403002,-1.619876087,-2.473223755,-2.473223755,-2.473223755,-2.857951738,-1.619876087,-2.857951738,-2.857951738,-2.319489071,-1.619876087,-1.619876087,-1.634177104,-1.899369175,-2.857951738,-2.473223755,-1.696403002,-2.473223755,-1.619876087,-1.899369175,-1.899369175,-1.696403002,-2.473223755,-2.473223755,-2.857951738,-2.857951738,-2.319489071,-2.319489071,-2.319489071,-2.473223755,-2.473223755,-1.969900531,-1.969900531,-2.857951738,-1.969900531,-1.969900531,-1.969900531,-2.044907405,-1.619876087,-2.857951738,-2.319489071,-2.044907405,-2.319489071,-2.857951738,-1.899369175,-2.319489071,-1.696403002,-2.473223755,-2.473223755,-2.473223755,-1.969900531,-2.473223755,-2.473223755,-1.969900531,-2.857951738,-2.319489071,-2.857951738,-2.857951738,-2.857951738,-1.696403002,-2.473223755,-1.969900531,-1.969900531,-1.634177104,-1.899369175,-2.857951738,-2.319489071,-7.760532619,-4.99668594,-3.297943461,-4.99668594,-4.99668594,-7.760532619,-7.760532619,-7.760532619,-7.760532619,-7.760532619,-4.99668594,-7.760532619,-8.066953978,-3.297943461
145.25,-1.937591605,-1.937591605,-1.937591605,-2.367301467,-1.937591605,-2.367301467,-1.735544932,-2.016846402,-2.016846402,-1.735544932,-2.016846402,-2.525688553,-2.525688553,-1.735544932,-1.651498407,-2.525688553,-2.525688553,-2.525688553,-2.920068418,-1.651498407,-2.920068418,-2.920068418,-2.367301467,-1.651498407,-1.651498407,-1.671388539,-1.937591605,-2.920068418,-2.525688553,-1.735544932,-2.525688553,-1.651498407,-1.937591605,-1.937591605,-1.735544932,-2.525688553,-2.525688553,-2.920068418,-2.920068418,-2.367301467,-2.367301467,-2.367301467,-2.525688553,-2.525688553,-2.016846402,-2.016846402,-2.920068418,-2.016846402,-2.016846402,-2.016846402,-2.099327091,-1.651498407,-2.920068418,-2.367301467,-2.099327091,-2.367301467,-2.920068418,-1.937591605,-2.367301467,-1.735544932,-2.525688553,-2.525688553,-2.525688553,-2.016846402,-2.525688553,-2.525688553,-2.016846402,-2.920068418,-2.367301467,-2.920068418,-2.920068418,-2.920068418,-1.735544932,-2.525688553,-2.016846402,-2.016846402,-1.671388539,-1.937591605,-2.920068418,-2.367301467,-7.929780718,-5.109763295,-3.380800098,-5.109763295,-5.109763295,-7.929780718,-7.929780718,-7.929780718,-7.929780718,-7.929780718,-5.109763295,-7.929780718,-8.265731578,-3.380800098
151.25,-1.97589393,-1.97589393,-1.97589393,-2.415543885,-1.97589393,-2.415543885,-1.773855252,-2.062639946,-2.062639946,-1.773855252,-2.062639946,-2.577690291,-2.577690291,-1.773855252,-1.684033935,-2.577690291,-2.577690291,-2.577690291,-2.98134481,-1.684033935,-2.98134481,-2.98134481,-2.415543885,-1.684033935,-1.684033935,-1.708787802,-1.97589393,-2.98134481,-2.577690291,-1.773855252,-2.577690291,-1.684033935,-1.97589393,-1.97589393,-1.773855252,-2.577690291,-2.577690291,-2.98134481,-2.98134481,-2.415543885,-2.415543885,-2.415543885,-2.577690291,-2.577690291,-2.062639946,-2.062639946,-2.98134481,-2.062639946,-2.062639946,-2.062639946,-2.150881655,-1.684033935,-2.98134481,-2.415543885,-2.150881655,-2.415543885,-2.98134481,-1.97589393,-2.415543885,-1.773855252,-2.577690291,-2.577690291,-2.577690291,-2.062639946,-2.577690291,-2.577690291,-2.062639946,-2.98134481,-2.415543885,-2.98134481,-2.98134481,-2.98134481,-1.773855252,-2.577690291,-2.062639946,-2.062639946,-1.708787802,-1.97589393,-2.98134481,-2.415543885,-8.096731751,-5.220920451,-3.462537787,-5.220920451,-5.220920451,-8.096731751,-8.096731751,-8.096731751,-8.096731751,-8.096731751,-5.220920451,-8.096731751,-8.461549476,-3.462537787
157.25,-2.014559847,-2.014559847,-2.014559847,-2.464615564,-2.014559847,-2.464615564,-1.811302493,-2.107180136,-2.107180136,-1.811302493,-2.107180136,-2.629455399,-2.629455399,-1.811302493,-1.717874174,-2.629455399,-2.629455399,-2.629455399,-3.041949492,-1.717874174,-3.041949492,-3.041949492,-2.464615564,-1.717874174,-1.717874174,-1.746532004,-2.014559847,-3.041949492,-2.629455399,-1.811302493,-2.629455399,-1.717874174,-2.014559847,-2.014559847,-1.811302493,-2.629455399,-2.629455399,-3.041949492,-3.041949492,-2.464615564,-2.464615564,-2.464615564,-2.629455399,-2.629455399,-2.107180136,-2.107180136,-3.041949492,-2.107180136,-2.107180136,-2.107180136,-2.199049181,-1.717874174,-3.041949492,-2.464615564,-2.199049181,-2.464615564,-3.041949492,-2.014559847,-2.464615564,-1.811302493,-2.629455399,-2.629455399,-2.629455399,-2.107180136,-2.629455399,-2.629455399,-2.107180136,-3.041949492,-2.464615564,-3.041949492,-3.041949492,-3.041949492,-1.811302493,-2.629455399,-2.107180136,-2.107180136,-1.746532004,-2.014559847,-3.041949492,-2.464615564,-8.261481185,-5.330294166,-3.543275007,-5.330294166,-5.330294166,-8.261481185,-8.261481185,-8.261481185,-8.261481185,-8.261481185,-5.330294166,-8.261481185,-8.654459052,-3.543275007
163.25,-2.053873054,-2.053873054,-2.053873054,-2.514915743,-2.053873054,-2.514915743,-1.847855189,-2.150365944,-2.150365944,-1.847855189,-2.150365944,-2.681210309,-2.681210309,-1.847855189,-1.753410626,-2.681210309,-2.681210309,-2.681210309,-3.102051045,-1.753410626,-3.102051045,-3.102051045,-2.514915743,-1.753410626,-1.753410626,-1.784778252,-2.053873054,-3.102051045,-2.681210309,-1.847855189,-2.681210309,-1.753410626,-2.053873054,-2.053873054,-1.847855189,-2.681210309,-2.681210309,-3.102051045,-3.102051045,-2.514915743,-2.514915743,-2.514915743,-2.681210309,-2.681210309,-2.150365944,-2.150365944,-3.102051045,-2.150365944,-2.150365944,-2.150365944,-2.243307753,-1.753410626,-3.102051045,-2.514915743,-2.243307753,-2.514915743,-3.102051045,-2.053873054,-2.514915743,-1.847855189,-2.681210309,-2.681210309,-2.681210309,-2.150365944,-2.681210309,-2.681210309,-2.150365944,-3.102051045,-2.514915743,-3.102051045,-3.102051045,-3.102051045,-1.847855189,-2.681210309,-2.150365944,-2.150365944,-1.784778252,-2.053873054,-3.102051045,-2.514915743,-8.424124486,-5.438021197,-3.623130239,-5.438021197,-5.438021197,-8.424124486,-8.424124486,-8.424124486,-8.424124486,-8.424124486,-5.438021197,-8.424124486,-8.844511686,-3.623130239
169.25,-2.094117249,-2.094117249,-2.094117249,-2.566843662,-2.094117249,-2.566843662,-1.883481873,-2.192096343,-2.192096343,-1.883481873,-2.192096343,-2.73318145,-2.73318145,-1.883481873,-1.791034795,-2.73318145,-2.73318145,-2.73318145,-3.161818046,-1.791034795,-3.161818046,-3.161818046,-2.566843662,-1.791034795,-1.791034795,-1.823683655,-2.094117249,-3.161818046,-2.73318145,-1.883481873,-2.73318145,-1.791034795,-2.094117249,-2.094117249,-1.883481873,-2.73318145,-2.73318145,-3.161818046,-3.161818046,-2.566843662,-2.566843662,-2.566843662,-2.73318145,-2.73318145,-2.192096343,-2.192096343,-3.161818046,-2.192096343,-2.192096343,-2.192096343,-2.283135456,-1.791034795,-3.161818046,-2.566843662,-2.283135456,-2.566843662,-3.161818046,-2.094117249,-2.566843662,-1.883481873,-2.73318145,-2.73318145,-2.73318145,-2.192096343,-2.73318145,-2.73318145,-2.192096343,-3.161818046,-2.566843662,-3.161818046,-3.161818046,-3.161818046,-1.883481873,-2.73318145,-2.192096343,-2.192096343,-1.823683655,-2.094117249,-3.161818046,-2.566843662,-8.584757121,-5.544238301,-3.702221961,-5.544238301,-5.544238301,-8.584757121,-8.584757121,-8.584757121,-8.584757121,-8.584757121,-5.544238301,-8.584757121,-9.03175876,-3.702221961
175.25,-2.13557613,-2.13557613,-2.13557613,-2.620798559,-2.13557613,-2.620798559,-1.918151077,-2.232270304,-2.232270304,-1.918151077,-2.232270304,-2.785595253,-2.785595253,-1.918151077,-1.831138183,-2.785595253,-2.785595253,-2.785595253,-3.221419076,-1.831138183,-3.221419076,-3.221419076,-2.620798559,-1.831138183,-1.831138183,-1.863405321,-2.13557613,-3.221419076,-2.785595253,-1.918151077,-2.785595253,-1.831138183,-2.13557613,-2.13557613,-1.918151077,-2.785595253,-2.785595253,-3.221419076,-3.221419076,-2.620798559,-2.620798559,-2.620798559,-2.785595253,-2.785595253,-2.232270304,-2.232270304,-3.221419076,-2.232270304,-2.232270304,-2.232270304,-2.318010374,-1.831138183,-3.221419076,-2.620798559,-2.318010374,-2.620798559,-3.221419076,-2.13557613,-2.620798559,-1.918151077,-2.785595253,-2.785595253,-2.785595253,-2.232270304,-2.785595253,-2.785595253,-2.232270304,-3.221419076,-2.620798559,-3.221419076,-3.221419076,-3.221419076,-1.918151077,-2.785595253,-2.232270304,-2.232270304,-1.863405321,-2.13557613,-3.221419076,-2.620798559,-8.743474557,-5.649082235,-3.780668653,-5.649082235,-5.649082235,-8.743474557,-8.743474557,-8.743474557,-8.743474557,-8.743474557,-5.649082235,-8.743474557,-9.216251652,-3.780668653
181.25,-2.178533394,-2.178533394,-2.178533394,-2.677179674,-2.178533394,-2.677179674,-1.951831335,-2.270786801,-2.270786801,-1.951831335,-2.270786801,-2.838678148,-2.838678148,-1.951831335,-1.874112292,-2.838678148,-2.838678148,-2.838678148,-3.281022714,-1.874112292,-3.281022714,-3.281022714,-2.677179674,-1.874112292,-1.874112292,-1.904100361,-2.178533394,-3.281022714,-2.838678148,-1.951831335,-2.838678148,-1.874112292,-2.178533394,-2.178533394,-1.951831335,-2.838678148,-2.838678148,-3.281022714,-3.281022714,-2.677179674,-2.677179674,-2.677179674,-2.838678148,-2.838678148,-2.270786801,-2.270786801,-3.281022714,-2.270786801,-2.270786801,-2.270786801,-2.347410591,-1.874112292,-3.281022714,-2.677179674,-2.347410591,-2.677179674,-3.281022714,-2.178533394,-2.677179674,-1.951831335,-2.838678148,-2.838678148,-2.838678148,-2.270786801,-2.838678148,-2.838678148,-2.270786801,-3.281022714,-2.677179674,-3.281022714,-3.281022714,-3.281022714,-1.951831335,-2.838678148,-2.270786801,-2.270786801,-1.904100361,-2.178533394,-3.281022714,-2.677179674,-8.90037226,-5.752689757,-3.858588795,-5.752689757,-5.752689757,-8.90037226,-8.90037226,-8.90037226,-8.90037226,-8.90037226,-5.752689757,-8.90037226,-9.398041744,-3.858588795
187.25,-2.223272739,-2.223272739,-2.223272739,-2.736386247,-2.223272739,-2.736386247,-1.984491179,-2.307544806,-2.307544806,-1.984491179,-2.307544806,-2.892656566,-2.892656566,-1.984491179,-1.920348625,-2.892656566,-2.892656566,-2.892656566,-3.340797539,-1.920348625,-3.340797539,-3.340797539,-2.736386247,-1.920348625,-1.920348625,-1.945925881,-2.223272739,-3.340797539,-2.892656566,-1.984491179,-2.892656566,-1.920348625,-2.223272739,-2.223272739,-1.984491179,-2.892656566,-2.892656566,-3.340797539,-3.340797539,-2.736386247,-2.736386247,-2.736386247,-2.892656566,-2.892656566,-2.307544806,-2.307544806,-3.340797539,-2.307544806,-2.307544806,-2.307544806,-2.370814191,-1.920348625,-3.340797539,-2.736386247,-2.370814191,-2.736386247,-3.340797539,-2.223272739,-2.736386247,-1.984491179,-2.892656566,-2.892656566,-2.892656566,-2.307544806,-2.892656566,-2.892656566,-2.307544806,-3.340797539,-2.736386247,-3.340797539,-3.340797539,-3.340797539,-1.984491179,-2.892656566,-2.307544806,-2.307544806,-1.945925881,-2.223272739,-3.340797539,-2.736386247,-9.055545698,-5.855197624,-3.936100865,-5.855197624,-5.855197624,-9.055545698,-9.055545698,-9.055545698,-9.055545698,-9.055545698,-5.855197624,-9.055545698,-9.577180415,-3.936100865
193.25,-2.270077862,-2.270077862,-2.270077862,-2.798817515,-2.270077862,-2.798817515,-2.016099142,-2.342443291,-2.342443291,-2.016099142,-2.342443291,-2.947756938,-2.947756938,-2.016099142,-1.970238685,-2.947756938,-2.947756938,-2.947756938,-3.400912131,-1.970238685,-3.400912131,-3.400912131,-2.798817515,-1.970238685,-1.970238685,-1.989038992,-2.270077862,-3.400912131,-2.947756938,-2.016099142,-2.947756938,-1.970238685,-2.270077862,-2.270077862,-2.016099142,-2.947756938,-2.947756938,-3.400912131,-3.400912131,-2.798817515,-2.798817515,-2.798817515,-2.947756938,-2.947756938,-2.342443291,-2.342443291,-3.400912131,-2.342443291,-2.342443291,-2.342443291,-2.387699258,-1.970238685,-3.400912131,-2.798817515,-2.387699258,-2.798817515,-3.400912131,-2.270077862,-2.798817515,-2.016099142,-2.947756938,-2.947756938,-2.947756938,-2.342443291,-2.947756938,-2.947756938,-2.342443291,-3.400912131,-2.798817515,-3.400912131,-3.400912131,-3.400912131,-2.016099142,-2.947756938,-2.342443291,-2.342443291,-1.989038992,-2.270077862,-3.400912131,-2.798817515,-9.209090337,-5.956742594,-4.013323343,-5.956742594,-5.956742594,-9.209090337,-9.209090337,-9.209090337,-9.209090337,-9.209090337,-5.956742594,-9.209090337,-9.753719045,-4.013323343
199.25,-2.319232463,-2.319232463,-2.319232463,-2.864872719,-2.319232463,-2.864872719,-2.046623758,-2.375381229,-2.375381229,-2.046623758,-2.375381229,-3.004205693,-3.004205693,-2.046623758,-2.024173974,-3.004205693,-3.004205693,-3.004205693,-3.461535068,-2.024173974,-3.461535068,-3.461535068,-2.864872719,-2.024173974,-2.024173974,-2.033596801,-2.319232463,-3.461535068,-3.004205693,-2.046623758,-3.004205693,-2.024173974,-2.319232463,-2.319232463,-2.046623758,-3.004205693,-3.004205693,-3.461535068,-3.461535068,-2.864872719,-2.864872719,-2.864872719,-3.004205693,-3.004205693,-2.375381229,-2.375381229,-3.461535068,-2.375381229,-2.375381229,-2.375381229,-2.397543878,-2.024173974,-3.461535068,-2.864872719,-2.397543878,-2.864872719,-3.461535068,-2.319232463,-2.864872719,-2.046623758,-3.004205693,-3.004205693,-3.004205693,-2.375381229,-3.004205693,-3.004205693,-2.375381229,-3.461535068,-2.864872719,-3.461535068,-3.461535068,-3.461535068,-2.046623758,-3.004205693,-2.375381229,-2.375381229,-2.033596801,-2.319232463,-3.461535068,-2.864872719,-9.361101644,-6.057461423,-4.09037471,-6.057461423,-6.057461423,-9.361101644,-9.361101644,-9.361101644,-9.361101644,-9.361101644,-6.057461423,-9.361101644,-9.927709015,-4.09037471
205.25,-2.371845989,-2.371845989,-2.371845989,-2.936631355,-2.371845989,-2.936631355,-2.075777352,-2.405904027,-2.405904027,-2.075777352,-2.405904027,-3.06258678,-3.06258678,-2.075777352,-2.085319385,-3.06258678,-3.06258678,-3.06258678,-3.522770817,-2.085319385,-3.522770817,-3.522770817,-2.936631355,-2.085319385,-2.085319385,-2.080467944,-2.371845989,-3.522770817,-3.06258678,-2.075777352,-3.06258678,-2.085319385,-2.371845989,-2.371845989,-2.075777352,-3.06258678,-3.06258678,-3.522770817,-3.522770817,-2.936631355,-2.936631355,-2.936631355,-3.06258678,-3.06258678,-2.405904027,-2.405904027,-3.522770817,-2.405904027,-2.405904027,-2.405904027,-2.4,-2.085319385,-3.522770817,-2.936631355,-2.4,-2.936631355,-3.522770817,-2.371845989,-2.936631355,-2.075777352,-3.06258678,-3.06258678,-3.06258678,-2.405904027,-3.06258678,-3.06258678,-2.405904027,-3.522770817,-2.936631355,-3.522770817,-3.522770817,-3.522770817,-2.075777352,-3.06258678,-2.405904027,-2.405904027,-2.080467944,-2.371845989,-3.522770817,-2.936631355,-9.511678776,-6.157330924,-4.167187232,-6.157330924,-6.157330924,-9.511707224,-9.511678776,-9.511707224,-9.511707224,-9.511707224,-6.157330924,-9.511707224,-10.09920171,-4.167187232
